Anime_id,Name,Genres,,,,,,,,,,,,,,
1557,Shounen Onmyouji,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo",,,,,,,,,,,,,,
1558,Yarima Queen,"Comedy, Demons, Fantasy, Hentai, Magic, Parody",,,,,,,,,,,,,,
1559,Shijou Saikyou no Deshi Kenichi,"Action, Comedy, Martial Arts, School, Shounen",,,,,,,,,,,,,,
1560,Choujin Gakuen Gowcaizer: The Voltage Fighters,"Action, Sci-Fi, Ecchi, Martial Arts, Shounen",,,,,,,,,,,,,,
1561,Lovedol: Lovely Idol,Music,,,,,,,,,,,,,,
1562,Yamato Nadeshiko Shichihengeâ?7.76,The Seven Metamorphoses of Yamato Nadeshiko,,,,,,,,,,,,,,
1563,Magic Knight Rayearth II,"Adventure, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",,,,,,,,,,,,,,
1564,Pokemon Advanced Generation,"Action, Adventure, Comedy, Kids, Fantasy",,,,,,,,,,,,,,
1565,Pokemon Diamond & Pearl,"Action, Adventure, Comedy, Kids, Fantasy",,,,,,,,,,,,,,
1566,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,"Military, Sci-Fi, Mystery, Police, Mecha, Seinen",,,,,,,,,,,,,,
1567,Kaitou Saint Tail,"Adventure, Magic, Romance, Shoujo",,,,,,,,,,,,,,
1568,Sumomomo Momomo: Chijou Saikyou no Yome,"Action, Comedy, Romance, Martial Arts, Seinen",,,,,,,,,,,,,,
1569,Otome wa Boku ni Koishiteru,"Comedy, Drama, Romance, School",,,,,,,,,,,,,,
1570,Happiness!,"Comedy, Harem, Magic, Romance, School",,,,,,,,,,,,,,
1571,Ghost Hunt,"Mystery, Comedy, Horror, Supernatural, Shoujo",,,,,,,,,,,,,,
1572,Jungle Taitei,"Adventure, Kids, Shounen",,,,,,,,,,,,,,
1573,Kishin Douji Zenki,"Action, Comedy, Drama, Ecchi, Fantasy, Horror, Magic, Shounen",,,,,,,,,,,,,,
1574,Get Ride! AMDriver,"Adventure, Mecha, Sci-Fi, Shounen",,,,,,,,,,,,,,
1575,Code Geass: Hangyaku no Lelouch,"Action, Military, Sci-Fi, Super Power, Drama, Mecha, School",,,,,,,,,,,,,,
1576,Bakumatsu Kikansetsu Irohanihoheto,"Action, Drama, Historical, Samurai",,,,,,,,,,,,,,
1577,Taiho Shichau zo,"Action, Comedy, Police, Seinen",,,,,,,,,,,,,,
1578,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo",,,,,,,,,,,,,,
1579,Kiniro no Corda: Primo Passo,"Harem, Music, Comedy, Drama, Magic, Romance, School, Shoujo",,,,,,,,,,,,,,
1580,Mouryou Senki Madara,"Adventure, Demons, Supernatural, Shounen",,,,,,,,,,,,,,
1581,Gift: Eternal Rainbow,"Comedy, Drama, Harem, Magic, Romance, School",,,,,,,,,,,,,,
1582,Submarine 707R,"Action, Adventure, Military, Sci-Fi",,,,,,,,,,,,,,
1583,009-1,"Action, Mecha, Sci-Fi, Seinen",,,,,,,,,,,,,,
1584,Stratos 4 Advance Kanketsu-hen,"Comedy, Military, Sci-Fi",,,,,,,,,,,,,,
1585,Spectral Force,"Demons, Fantasy",,,,,,,,,,,,,,
1586,Aoi Umi no Tristia,"Adventure, Mecha",,,,,,,,,,,,,,
1587,Tenpou Ibun: Ayakashi Ayashi,"Supernatural, Demons, Historical",,,,,,,,,,,,,,
1588,Mamoru-kun ni Megami no Shukufuku wo!,"Comedy, Romance, School",,,,,,,,,,,,,,
1589,Bartender,"Drama, Seinen, Slice of Life",,,,,,,,,,,,,,
1590,Legendz: Yomigaeru Ryuuou Densetsu,"Action, Adventure, Fantasy, Comedy",,,,,,,,,,,,,,
1591,Kujibikiâ¥Unbalance,"Comedy, Romance, School",,,,,,,,,,,,,,
1592,Hataraki Man,"Comedy, Drama, Romance, Seinen, Slice of Life",,,,,,,,,,,,,,
1593,Azumanga Web Daioh,"Comedy, School, Slice of Life",,,,,,,,,,,,,,
1594,Jigoku Shoujo Futakomori,"Mystery, Horror, Psychological, Supernatural",,,,,,,,,,,,,,
1595,Inma Daitoshi: Beast City,Hentai,,,,,,,,,,,,,,
1596,Arcade Gamer Fubuki,"Action, Comedy, Ecchi, Parody, Shounen, Sports, Super Power",,,,,,,,,,,,,,
1597,Panyo Panyo Di Gi Charat,Comedy,,,,,,,,,,,,,,
1598,Casshern: Robot Hunter,"Adventure, Mecha, Sci-Fi",,,,,,,,,,,,,,
1599,Eat-Man '98,"Action, Adventure, Sci-Fi, Shounen, Super Power",,,,,,,,,,,,,,
1600,Galaxy Angel Rune,"Sci-Fi, Comedy",,,,,,,,,,,,,,
1601,Red Garden,"Drama, Mystery",,,,,,,,,,,,,,
1602,Soukou no Strain,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space",,,,,,,,,,,,,,
1603,Super Robot Taisen OG: Divine Wars,"Action, Mecha, Sci-Fi",,,,,,,,,,,,,,
1604,Katekyo Hitman Reborn!,"Action, Comedy, Shounen, Super Power",,,,,,,,,,,,,,
1606,Kekkaishi (TV),"Action, Adventure, Comedy, Demons, Supernatural, Shounen",,,,,,,,,,,,,,
1607,Venus Versus Virus,"Drama, Romance, Supernatural",,,,,,,,,,,,,,
1608,Salaryman Kintarou,"Comedy, Drama, Martial Arts, Seinen",,,,,,,,,,,,,,
1609,Mai-Otome Zwei,"Action, Magic",,,,,,,,,,,,,,
1611,Galerians: Rion,"Adventure, Drama, Horror, Military, Mystery, Psychological, Sci-Fi, Shounen, Supernatural",,,,,,,,,,,,,,
1613,Jikuu Ihoujin Kyoko: Chocola ni Omakase!,"Fantasy, Comedy",,,,,,,,,,,,,,
1614,Captain Tsubasa: Road to 2002,"Action, Sports, Shounen",,,,,,,,,,,,,,
1617,Massugu ni Ikou.,"Comedy, Josei, Romance, Slice of Life",,,,,,,,,,,,,,
1618,Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),"Action, Sci-Fi, Adventure",,,,,,,,,,,,,,
1619,Negima!? Haru Special!?,"Ecchi, Fantasy, Magic, Comedy, Harem, Romance, Super Power, Shounen",,,,,,,,,,,,,,
1620,Maps,"Action, Sci-Fi, Adventure, Space, Comedy, Shounen",,,,,,,,,,,,,,
1621,Haru no Ashioto The Movie: Ourin Dakkan,"Action, Comedy, School",,,,,,,,,,,,,,
1622,Kai Doh Maru,"Action, Fantasy, Historical, Magic",,,,,,,,,,,,,,
1623,G-On Riders,"Action, Sci-Fi, Comedy, School",,,,,,,,,,,,,,
1624,To Heart 2 Special,"Romance, School, Drama",,,,,,,,,,,,,,
1625,Soul Link Special,"Ecchi, Adventure, Space, Comedy, Romance, Military, Sci-Fi",,,,,,,,,,,,,,
1626,Genma Taisen,"Action, Adventure, Comedy, Drama, Mecha, Sci-Fi, Shounen",,,,,,,,,,,,,,
1627,Choushin Hime Dangaizer 3,"Adventure, Ecchi, Mecha, Sci-Fi",,,,,,,,,,,,,,
1628,Maou Dante,"Action, Demons, Horror, Shounen, Supernatural",,,,,,,,,,,,,,
1629,Devilman Lady,"Action, Psychological, Drama, Horror",,,,,,,,,,,,,,
1630,Yousei Hime Ren,"Adventure, Comedy, Fantasy",,,,,,,,,,,,,,
1631,Koukyoushihen Eureka Seven: Kinkyuu Tokuban Navigation ray=out,"Sci-Fi, Mecha",,,,,,,,,,,,,,
1632,Shintaisou: Shin,"Hentai, School",,,,,,,,,,,,,,
1633,Shintaisou: Kari,Hentai,,,,,,,,,,,,,,
1634,Ai Shimai: Futari no Kajitsu,Hentai,,,,,,,,,,,,,,
1635,Ai Shimai 2: Futari no Kajitsu,Hentai,,,,,,,,,,,,,,
1636,Ai Shimai Tsubomi... Kegashite Kudasai,Hentai,,,,,,,,,,,,,,
1637,Kaze to Ki no Uta Sanctus: Sei Naru Kana,"Drama, Historical, Romance, Shoujo, Shounen Ai",,,,,,,,,,,,,,
1638,Peter Pan no Bouken,"Adventure, Fantasy",,,,,,,,,,,,,,
1639,Boku no Pico,"Hentai, Yaoi",,,,,,,,,,,,,,
1640,Angel's Feather,"Sci-Fi, Supernatural, Drama, Romance, Fantasy, Shounen Ai",,,,,,,,,,,,,,
1641,Iron Virgin Jun,"Action, Fantasy, Martial Arts, Comedy, Super Power",,,,,,,,,,,,,,
1642,Sugar Sugar Rune,"Fantasy, Magic, Shoujo",,,,,,,,,,,,,,
1643,Sailor Victory,"Action, Comedy, Mecha, Sci-Fi",,,,,,,,,,,,,,
1644,Princess Rouge,"Fantasy, Romance",,,,,,,,,,,,,,
1645,Herlock Saga: Nibelung no Yubiwa,"Action, Sci-Fi, Adventure, Space, Drama, Seinen",,,,,,,,,,,,,,
1647,Kakugo no Susume,"Action, Demons, Ecchi, Horror, Mecha, Sci-Fi, Super Power",,,,,,,,,,,,,,
1648,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,"Comedy, Romance, Sci-Fi",,,,,,,,,,,,,,
1650,Uchuu Senkan Yamato,"Action, Adventure, Drama, Military, Sci-Fi, Space",,,,,,,,,,,,,,
1651,Uchuu Senkan Yamato 2,"Action, Military, Sci-Fi, Adventure, Space, Drama",,,,,,,,,,,,,,
1652,Uchuu Senkan Yamato III,"Action, Military, Sci-Fi, Adventure, Space, Drama",,,,,,,,,,,,,,
1654,Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,"Slice of Life, Comedy, Drama, Romance, School, Shoujo Ai",,,,,,,,,,,,,,
1655,Nerima Daikon Brothers,"Comedy, Music",,,,,,,,,,,,,,
1656,PostPet Momobin,"Comedy, Kids",,,,,,,,,,,,,,
1657,Byston Well Monogatari: Garzey no Tsubasa,"Action, Fantasy",,,,,,,,,,,,,,
1658,Karakuri no Kimi,"Action, Comedy, Fantasy, Historical, Horror, Martial Arts, Samurai, Shounen, Supernatural",,,,,,,,,,,,,,
1659,Mai-Otome Specials,"Fantasy, Magic, Comedy, Drama",,,,,,,,,,,,,,
1660,Kurogane Communication,"Action, Adventure, Drama, Sci-Fi",,,,,,,,,,,,,,
1661,Cutey Honey,"Action, Sci-Fi, School",,,,,,,,,,,,,,
1662,Space Fantasia 2001 Nights,"Drama, Sci-Fi, Seinen, Space",,,,,,,,,,,,,,
1663,Haha wo Tazunete Sanzenri,"Adventure, Drama, Historical, Slice of Life",,,,,,,,,,,,,,
1664,Babel Nisei (2001),"Action, Adventure, Supernatural, Mystery, Sci-Fi, Shounen",,,,,,,,,,,,,,
1665,Babel Nisei (OVA),"Action, Sci-Fi, Mecha",,,,,,,,,,,,,,
1666,Babel Nisei,"Sci-Fi, Adventure, Supernatural, Shounen",,,,,,,,,,,,,,
1667,Barom One,"Action, Sci-Fi, Supernatural, Shounen",,,,,,,,,,,,,,
1668,Bakuten Shoot Beyblade G Revolution,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",,,,,,,,,,,,,,
1669,Bakuten Shoot Beyblade 2002,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",,,,,,,,,,,,,,
1670,Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",,,,,,,,,,,,,,
1671,Soreyuke! Uchuu Senkan Yamamoto Yohko II,"Action, Sci-Fi, Adventure",,,,,,,,,,,,,,
1672,Bomberman B-Daman Bakugaiden,"Sci-Fi, Comedy, Shounen",,,,,,,,,,,,,,
1673,Bomberman B-Daman Bakugaiden Victory,"Sci-Fi, Shounen",,,,,,,,,,,,,,
1674,Captain Tsubasa J,"Action, Sports, Shounen",,,,,,,,,,,,,,
1675,Chou Robot Seimeitai Transformers Micron Densetsu,"Action, Sci-Fi, Mecha, Shounen",,,,,,,,,,,,,,
1676,Cosmo Warrior Zero,"Action, Adventure, Military, Sci-Fi, Space",,,,,,,,,,,,,,
1677,Young Herlock wo Oe! Cosmo Warrior Zero Gaiden,"Military, Sci-Fi, Adventure, Space, Drama",,,,,,,,,,,,,,
1678,Cyborg 009: The Cyborg Soldier,"Action, Sci-Fi, Adventure, Mecha, Shounen",,,,,,,,,,,,,,
1679,Green Green Specials,"Comedy, Ecchi, Romance, Slice of Life",,,,,,,,,,,,,,
1681,Brave Story,"Action, Adventure, Fantasy, Kids, Magic, Supernatural",,,,,,,,,,,,,,
1682,Baldr Force Exe Resolution,"Action, Drama, Mecha, Sci-Fi",,,,,,,,,,,,,,
1683,Di Gi Charat Nyo,"Comedy, Fantasy, Sci-Fi",,,,,,,,,,,,,,
1684,Dotto Koni-chan,Comedy,,,,,,,,,,,,,,
1685,Duel Masters,"Action, Adventure, Comedy, Shounen",,,,,,,,,,,,,,
1686,Bleach Movie 1: Memories of Nobody,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",,,,,,,,,,,,,,
1688,Nanatsu-iroâDrops,"Magic, Romance, School",,,,,,,,,,,,,,
1689,Byousoku 5 Centimeter,"Drama, Romance, Slice of Life",,,,,,,,,,,,,,
1690,Bokura no,"Sci-Fi, Psychological, Drama, Mecha, Seinen",,,,,,,,,,,,,,
1691,Kaze no Stigma,"Action, Magic, Romance, Fantasy, Shounen",,,,,,,,,,,,,,
1692,_Summer,"Drama, Harem, Romance",,,,,,,,,,,,,,
1693,Reideen,"Action, Mecha, Sci-Fi",,,,,,,,,,,,,,
1694,iDOLM@STER Xenoglossia,"Action, Comedy, Mecha, Sci-Fi",,,,,,,,,,,,,,
1695,Les MisÃ©rables: Shoujo Cosette,"Slice of Life, Historical, Drama, Shoujo",,,,,,,,,,,,,,
1696,Murder Princess,"Action, Adventure, Fantasy",,,,,,,,,,,,,,
1698,Nodame Cantabile,"Music, Slice of Life, Comedy, Drama, Romance, Josei",,,,,,,,,,,,,,
1699,Romeo x Juliet,"Drama, Fantasy, Historical, Romance",,,,,,,,,,,,,,
1701,Boku no Marie,"Comedy, Ecchi, Romance, Sci-Fi, Seinen",,,,,,,,,,,,,,
1702,Yoru ga Kuru!,"Demons, Hentai, Horror, Super Power, Supernatural",,,,,,,,,,,,,,
1703,Tokyo Tribe 2,"Action, Drama",,,,,,,,,,,,,,
1704,Eat-Man,"Action, Adventure, Sci-Fi, Shounen, Super Power",,,,,,,,,,,,,,
1705,Genma Taisen: Shinwa Zenya no Shou,"Adventure, Drama, Horror, Sci-Fi, Shounen, Supernatural",,,,,,,,,,,,,,
1706,Gun Frontier,"Action, Adventure, Drama, Historical, Sci-Fi, Seinen",,,,,,,,,,,,,,
1707,Kinnikuman II Sei,"Action, Sci-Fi, Comedy, Sports, Martial Arts, Shounen",,,,,,,,,,,,,,
1708,Majuu Sensen: The Apocalypse,"Action, Super Power, Demons, Supernatural, Shounen",,,,,,,,,,,,,,
1709,Pokemon: Mewtwo! Ware wa Koko ni Ari,"Action, Adventure, Comedy, Drama, Fantasy, Kids",,,,,,,,,,,,,,
1710,Rockman.EXE,"Action, Game, Sci-Fi, Adventure, Comedy, Mecha, Shounen",,,,,,,,,,,,,,
1711,Ryuusei Sentai Musumet,"Adventure, Comedy, Ecchi, Romance, Sci-Fi",,,,,,,,,,,,,,
1712,Shin Seiki Den Mars,"Mecha, Sci-Fi, Shounen",,,,,,,,,,,,,,
1713,Submarine Super 99,"Action, Military, Sci-Fi, Adventure, Shounen",,,,,,,,,,,,,,
1718,Winter Garden,"Drama, Romance, Shoujo, Slice of Life",,,,,,,,,,,,,,
1719,Rozen Maiden: OuvertÃ¼re,"Action, Comedy, Drama, Magic, Seinen",,,,,,,,,,,,,,
1720,To Heart 2 OVA,"Comedy, Drama, Harem, Romance, School",,,,,,,,,,,,,,
1721,Hitohira,"Drama, Romance, School, Seinen, Slice of Life",,,,,,,,,,,,,,
1722,Nagasarete Airantou,"Harem, Comedy, Romance, Ecchi, Fantasy, Shounen",,,,,,,,,,,,,,
1723,Clannad Movie,"Drama, Romance, Fantasy, School",,,,,,,,,,,,,,
1724,Saint October,"Adventure, Fantasy",,,,,,,,,,,,,,
1725,Keitai Shoujo,"Comedy, Romance, School, Drama",,,,,,,,,,,,,,
1726,Devil May Cry,"Action, Demons, Fantasy",,,,,,,,,,,,,,
1727,Shinkyoku Soukai Polyphonica,"Drama, Fantasy, Music, Romance, School",,,,,,,,,,,,,,
1728,Super GALS! Kotobuki Ran,"Comedy, Slice of Life, Shoujo",,,,,,,,,,,,,,
1729,Maria-sama ga Miteru 3rd,"Drama, School, Shoujo Ai, Slice of Life",,,,,,,,,,,,,,
1731,Tales of Symphonia The Animation: Sylvarant-hen,"Action, Adventure, Magic, Martial Arts, Fantasy",,,,,,,,,,,,,,
1732,Negima!? Natsu Special!?,"Ecchi, Fantasy, Comedy, Romance",,,,,,,,,,,,,,
1733,eX-Driver: Nina & Rei Danger Zone,"Action, Sci-Fi, Cars",,,,,,,,,,,,,,
1734,Ajimu: Kaigan Monogatari,"Comedy, Drama, Romance, School",,,,,,,,,,,,,,
1735,Naruto: Shippuuden,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",,,,,,,,,,,,,,
1736,B'T X Neo,"Action, Adventure, Shounen",,,,,,,,,,,,,,
1737,Uchuu Senshi Baldios,"Sci-Fi, Adventure, Space, Drama, Mecha, Shounen",,,,,,,,,,,,,,
1738,Muteki Kanban Musume,"Action, Comedy, Martial Arts, Parody, Shounen",,,,,,,,,,,,,,
1739,Shibawanko no Wa no Kokoro,Kids,,,,,,,,,,,,,,
1740,Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,"Action, Police, Drama, Seinen",,,,,,,,,,,,,,
1741,Hit wo Nerae! Specials,"Comedy, Ecchi",,,,,,,,,,,,,,
1742,Souryuuden,"Mystery, Super Power, Supernatural, Drama",,,,,,,,,,,,,,
1743,Super Milk-chan,"Action, Comedy, Parody, Sci-Fi",,,,,,,,,,,,,,
1744,WagamamaâFairy Mirumo de Pon!,"Kids, Adventure, Fantasy, Magic, Comedy, Romance, School, Drama, Shoujo",,,,,,,,,,,,,,
1745,Wild 7 Another Bouryaku Unga,"Action, Adventure, Police, Shounen",,,,,,,,,,,,,,
1746,Zoids Fuzors,"Adventure, Mecha, Sci-Fi, Shounen",,,,,,,,,,,,,,
1747,Freedom,"Action, Sci-Fi, Adventure, Space",,,,,,,,,,,,,,
1748,Piyoko ni Omakase pyo!,"Comedy, Sci-Fi, Shounen",,,,,,,,,,,,,,
1749,Amaenaide yo!!: Yasumanaide yo!!,"Ecchi, Comedy, Romance, Supernatural",,,,,,,,,,,,,,
1750,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,"Ecchi, Comedy, Romance, Supernatural",,,,,,,,,,,,,,
1751,Jikuu Bouken Nuumamonjaa,"Action, Comedy, Fantasy",,,,,,,,,,,,,,
1752,Di Gi Charat: Hoshi no Tabi,Comedy,,,,,,,,,,,,,,
1753,Di Gi Charat: Kuchi Kara Bazooka,Comedy,,,,,,,,,,,,,,
1754,Di Gi Charat Summer Special 2000,Comedy,,,,,,,,,,,,,,
1755,Di Gi Charat Ohanami Special,Comedy,,,,,,,,,,,,,,
1756,Di Gi Charat Natsuyasumi Special,Comedy,,,,,,,,,,,,,,
1757,Di Gi Charat Christmas Special,Comedy,,,,,,,,,,,,,,
1758,Di Gi Charat Tsuyu Specials,Comedy,,,,,,,,,,,,,,
1759,Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,"Action, Adventure, Historical, Sci-Fi, Shounen",,,,,,,,,,,,,,
1760,Golgo 13,"Action, Military, Adventure, Drama, Seinen",,,,,,,,,,,,,,
1761,Golgo 13: Queen Bee,"Action, Adventure, Military, Drama, Seinen",,,,,,,,,,,,,,
1762,Arslan Senki,"Action, Adventure, Drama, Fantasy, Historical",,,,,,,,,,,,,,
1763,Midnight Panther,"Action, Adventure, Fantasy, Hentai",,,,,,,,,,,,,,
1764,Slam Dunk (Movie),"Comedy, Drama, School, Shounen, Slice of Life, Sports",,,,,,,,,,,,,,
1765,Vampire Sensou,"Super Power, Supernatural, Vampire",,,,,,,,,,,,,,
1766,Youseiki Suikoden,"Action, Martial Arts, Fantasy",,,,,,,,,,,,,,
1767,Psycho Diver: Mashou Bosatsu,"Horror, Psychological, Sci-Fi",,,,,,,,,,,,,,
1768,Kikaider 01 The Animation,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",,,,,,,,,,,,,,
1769,Oh! Super Milk-chan,"Action, Parody, Comedy, Sci-Fi",,,,,,,,,,,,,,
1770,Unbalance,Hentai,,,,,,,,,,,,,,
1771,Ring ni Kakero 1: Nichibei Kessen-hen,"Action, Sports, Shounen",,,,,,,,,,,,,,
1772,Seishoujo Kantai Virgin Fleet,"Fantasy, Military, School, Sci-Fi",,,,,,,,,,,,,,
1773,Hokuto no Ken: Raoh Gaiden Junai-hen,"Action, Adventure, Martial Arts",,,,,,,,,,,,,,
1774,HeatGuy J Special,"Action, Adventure, Mecha, Police, Sci-Fi",,,,,,,,,,,,,,
1775,Jikuu Tenshou Nazca,"Action, Adventure, Drama, Magic, Fantasy",,,,,,,,,,,,,,
1776,Bulg-eunmae,"Super Power, Martial Arts",,,,,,,,,,,,,,
1777,Kaze no Tairiku,"Action, Adventure, Fantasy, Supernatural",,,,,,,,,,,,,,
1778,Dae Jang Geum: Jang Geum's Dream,"Adventure, Comedy, Historical",,,,,,,,,,,,,,
1779,Bakunyuu Shimai,Hentai,,,,,,,,,,,,,,
1780,Choukou Tenshi Escalayer,"Demons, Hentai, Sci-Fi, Super Power",,,,,,,,,,,,,,
1781,Hi.Me.Go.To,Hentai,,,,,,,,,,,,,,
1782,Hyakki,"Hentai, Horror",,,,,,,,,,,,,,
1783,Imouto Jiru,Hentai,,,,,,,,,,,,,,
1784,Injuu Nerawareta Hanayome,Hentai,,,,,,,,,,,,,,
1785,Little Monica Monogatari,Hentai,,,,,,,,,,,,,,
1786,Sprite: Between Two Worlds,"Comedy, Ecchi, Romance, School",,,,,,,,,,,,,,
1787,Viper GTS,"Demons, Hentai",,,,,,,,,,,,,,
1788,Yuuguu Settai: Kotou no Gokuraku e Youkoso,Hentai,,,,,,,,,,,,,,
1789,Argento Soma Special,"Action, Mecha, Sci-Fi",,,,,,,,,,,,,,
1790,Tactical Roar Special,"Action, Comedy, Ecchi, Military, Romance, Sci-Fi",,,,,,,,,,,,,,
1791,Ai Doll,"Hentai, Drama",,,,,,,,,,,,,,
1792,Overman King Gainer,"Action, Adventure, Mecha, Sci-Fi, Shounen",,,,,,,,,,,,,,
1793,Kaze no Na wa Amnesia,"Action, Dementia, Drama, Sci-Fi",,,,,,,,,,,,,,
1794,Dirty Pair no Ooshoubu: Nolandia no Nazo,"Action, Sci-Fi, Adventure, Comedy, Police",,,,,,,,,,,,,,
1795,Dirty Pair: Bouryaku no 005-bin,"Action, Sci-Fi, Adventure, Comedy, Police",,,,,,,,,,,,,,
1796,Dirty Pair: The Movie,"Action, Sci-Fi, Adventure, Comedy, Police",,,,,,,,,,,,,,
1797,Animation Seisaku Shinkou Kuromi-chan,"Comedy, Parody, Drama",,,,,,,,,,,,,,
1798,Animation Seisaku Shinkou Kuromi-chan 2,"Comedy, Parody, Drama",,,,,,,,,,,,,,
1799,Fatal Fury: Legend of the Hungry Wolf,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",,,,,,,,,,,,,,
1800,Fatal Fury 2: The New Battle,"Action, Adventure, Drama, Martial Arts, Shounen",,,,,,,,,,,,,,
1802,Dirty Pair Flash,"Action, Adventure, Police, Comedy, Sci-Fi",,,,,,,,,,,,,,
1803,Dirty Pair: Lovely Angels yori Ai wo Komete,"Action, Adventure, Comedy, Police, Sci-Fi",,,,,,,,,,,,,,
1804,Koko wa Green Wood,"Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural",,,,,,,,,,,,,,
1805,Master Mosquiton,"Action, Adventure, Comedy, Demons, Supernatural, Vampire",,,,,,,,,,,,,,
1806,Master Mosquiton '99,"Action, Adventure, Comedy, Supernatural, Vampire",,,,,,,,,,,,,,
1807,Prism Ark,"Action, Fantasy, Magic, Comedy, Drama",,,,,,,,,,,,,,
1808,Kamichama Karin,"Comedy, Fantasy, Magic, Romance, School, Shoujo",,,,,,,,,,,,,,
1810,Kyoushirou to Towa no Sora,"Drama, Magic, Romance, Shounen",,,,,,,,,,,,,,
1811,Bounty Dog: Getsumen no Ibu,"Action, Sci-Fi, Space",,,,,,,,,,,,,,
1812,Hanoka,Sci-Fi,,,,,,,,,,,,,,
1813,Genshiken OVA,"Parody, Slice of Life, Comedy",,,,,,,,,,,,,,
1815,Shakugan no Shana Movie,"Action, Supernatural, Fantasy",,,,,,,,,,,,,,
1816,Sonic X,"Sci-Fi, Adventure, Comedy, Kids, Mecha, Shounen",,,,,,,,,,,,,,
1817,DearS: Kin no Tama Desu no?,"Sci-Fi, Harem, Comedy, Romance, Ecchi, Shounen",,,,,,,,,,,,,,
1818,Claymore,"Action, Adventure, Super Power, Demons, Supernatural, Fantasy, Shounen",,,,,,,,,,,,,,
1819,Daimajuu Gekitou: Hagane no Oni,"Mecha, Horror, Sci-Fi",,,,,,,,,,,,,,
1820,Power Dolls,"Action, Adventure, Mecha, Sci-Fi",,,,,,,,,,,,,,
1821,Guren,"Harem, Hentai",,,,,,,,,,,,,,
1822,The Hakkenden,"Action, Adventure, Historical, Demons, Martial Arts, Samurai, Shounen",,,,,,,,,,,,,,
1823,Shin Hakkenden,"Action, Adventure, Martial Arts, Sci-Fi",,,,,,,,,,,,,,
1824,Hadashi no Gen,"Drama, Historical",,,,,,,,,,,,,,
1825,Hadashi no Gen 2,"Drama, Historical, Shounen",,,,,,,,,,,,,,
1826,Deltora Quest,"Adventure, Kids, Fantasy",,,,,,,,,,,,,,
1827,Seirei no Moribito,"Action, Adventure, Historical, Fantasy",,,,,,,,,,,,,,
1828,Catblue: Dynamite,"Action, Fantasy",,,,,,,,,,,,,,
1829,Ged Senki,"Adventure, Magic, Fantasy",,,,,,,,,,,,,,
1830,Utawarerumono Specials,"Action, Fantasy, Comedy, Drama",,,,,,,,,,,,,,
1831,Iczer-Girl Iczelion,"Action, Adventure, Sci-Fi",,,,,,,,,,,,,,
1832,Meiou Project Zeorymer,"Action, Sci-Fi, Psychological, Drama, Mecha",,,,,,,,,,,,,,
1833,Hyper-Psychic Geo Garaga,"Action, Sci-Fi, Adventure",,,,,,,,,,,,,,
1834,Dragon Knight 4,"Adventure, Fantasy, Hentai, Magic",,,,,,,,,,,,,,
1835,Ryuusei no Rockman,"Action, Game, Sci-Fi, Shounen",,,,,,,,,,,,,,
1836,Shuffle! Memories,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",,,,,,,,,,,,,,
1837,Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,"Action, Sci-Fi, Adventure, Comedy, Parody, Shounen",,,,,,,,,,,,,,
1838,Mitsu x Mitsu Drops,"Drama, Romance, School, Shoujo",,,,,,,,,,,,,,
1839,Jagainu-kun,"Adventure, Fantasy, Kids, Shoujo, Slice of Life",,,,,,,,,,,,,,
1840,Zero no Tsukaima: Futatsuki no Kishi,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",,,,,,,,,,,,,,
1841,Dai Mahou Touge Omake,Comedy,,,,,,,,,,,,,,
1842,Major S3,"Drama, Shounen, Sports",,,,,,,,,,,,,,
1843,Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,"Military, Drama, Seinen",,,,,,,,,,,,,,
1844,Clamp Gakuen Tanteidan,"Action, Mystery, Comedy, Shoujo",,,,,,,,,,,,,,
1845,Gaiking: Legend of Daiku-Maryu,"Action, Mecha, Sci-Fi",,,,,,,,,,,,,,
1846,Princess Nine: Kisaragi Joshikou Yakyuubu,"Sports, Romance, Drama",,,,,,,,,,,,,,
